Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Input Ortholog(s)
LmjF.34.1670	LmjF.34.1670:mRNA	Leishmania major strain Friedlin	LmjF.34:749,524..751,518(-)	tuzin-like protein	LmxM.33.1590
LmjF.34.1680	LmjF.34.1680:mRNA	Leishmania major strain Friedlin	LmjF.34:754,286..754,864(-)	amastin-like surface protein, putative	LmxM.08.0720,LmxM.30.0450a,LmxM.30.0450c,LmxM.30.0450d,LmxM.30.0450e,LmxM.30.0450h,LmxM.33.1900
LmjF.34.1690	LmjF.34.1690:mRNA	Leishmania major strain Friedlin	LmjF.34:757,053..759,047(-)	tuzin-like protein	LmxM.33.1590
LmjF.34.1700	LmjF.34.1700:mRNA	Leishmania major strain Friedlin	LmjF.34:761,789..762,403(-)	amastin-like surface protein, putative	LmxM.08.0720,LmxM.30.0450a,LmxM.30.0450c,LmxM.30.0450d,LmxM.30.0450e,LmxM.30.0450h,LmxM.33.1900
LmjF.34.1710	LmjF.34.1710:mRNA	Leishmania major strain Friedlin	LmjF.34:764,602..766,596(-)	tuzin-like protein	LmxM.33.1590
LmjF.34.1720	LmjF.34.1720:mRNA	Leishmania major strain Friedlin	LmjF.34:769,367..769,945(-)	amastin-like surface protein, putative	LmxM.08.0720,LmxM.30.0450a,LmxM.30.0450c,LmxM.30.0450d,LmxM.30.0450e,LmxM.30.0450h,LmxM.33.1900
LmjF.34.1730	LmjF.34.1730:mRNA	Leishmania major strain Friedlin	LmjF.34:772,144..774,138(-)	tuzin-like protein	LmxM.33.1590
LmjF.34.1740	LmjF.34.1740:mRNA	Leishmania major strain Friedlin	LmjF.34:776,904..777,479(-)	amastin-like surface protein, putative	LmxM.08.0720,LmxM.30.0450a,LmxM.30.0450c,LmxM.30.0450d,LmxM.30.0450e,LmxM.30.0450h,LmxM.33.1900
LmjF.34.1750	LmjF.34.1750:mRNA	Leishmania major strain Friedlin	LmjF.34:779,677..781,671(-)	tuzin-like protein	LmxM.33.1590
LmjF.34.1760	LmjF.34.1760:mRNA	Leishmania major strain Friedlin	LmjF.34:784,403..785,017(-)	amastin-like surface protein, putative	LmxM.08.0720,LmxM.30.0450a,LmxM.30.0450c,LmxM.30.0450d,LmxM.30.0450e,LmxM.30.0450h,LmxM.33.1900
LmjF.34.1770	LmjF.34.1770:mRNA	Leishmania major strain Friedlin	LmjF.34:787,216..789,210(-)	tuzin-like protein	LmxM.33.1590
LmjF.34.1780	LmjF.34.1780:mRNA	Leishmania major strain Friedlin	LmjF.34:791,956..792,570(-)	amastin-like surface protein, putative	LmxM.08.0720,LmxM.30.0450a,LmxM.30.0450c,LmxM.30.0450d,LmxM.30.0450e,LmxM.30.0450h,LmxM.33.1900
LmjF.34.1790	LmjF.34.1790:mRNA	Leishmania major strain Friedlin	LmjF.34:794,769..796,763(-)	tuzin-like protein	LmxM.33.1590
LmjF.34.1800	LmjF.34.1800:mRNA	Leishmania major strain Friedlin	LmjF.34:799,498..800,112(-)	amastin-like surface protein, putative	LmxM.08.0720,LmxM.30.0450a,LmxM.30.0450c,LmxM.30.0450d,LmxM.30.0450e,LmxM.30.0450h,LmxM.33.1900
LmjF.34.1810	LmjF.34.1810:mRNA	Leishmania major strain Friedlin	LmjF.34:802,311..804,305(-)	tuzin-like protein	LmxM.33.1590
LmjF.34.1820	LmjF.34.1820:mRNA	Leishmania major strain Friedlin	LmjF.34:807,037..807,651(-)	amastin-like surface protein, putative	LmxM.08.0720,LmxM.30.0450a,LmxM.30.0450c,LmxM.30.0450d,LmxM.30.0450e,LmxM.30.0450h,LmxM.33.1900
LmjF.34.1830	LmjF.34.1830:mRNA	Leishmania major strain Friedlin	LmjF.34:809,850..811,844(-)	tuzin-like protein	LmxM.33.1590
LmjF.34.1840	LmjF.34.1840:mRNA	Leishmania major strain Friedlin	LmjF.34:814,597..815,205(-)	amastin-like surface protein, putative	LmxM.08.0720,LmxM.30.0450a,LmxM.30.0450c,LmxM.30.0450d,LmxM.30.0450e,LmxM.30.0450h,LmxM.33.1900
LmjF.34.1850	LmjF.34.1850:mRNA	Leishmania major strain Friedlin	LmjF.34:817,133..819,127(-)	tuzin-like protein	LmxM.33.1590
LmjF.34.1860	LmjF.34.1860:mRNA	Leishmania major strain Friedlin	LmjF.34:821,860..822,474(-)	amastin-like surface protein, putative	LmxM.08.0720,LmxM.30.0450a,LmxM.30.0450c,LmxM.30.0450d,LmxM.30.0450e,LmxM.30.0450h,LmxM.33.1900
LmjF.34.1870	LmjF.34.1870:mRNA	Leishmania major strain Friedlin	LmjF.34:824,673..826,667(-)	tuzin-like protein	LmxM.33.1590
LmjF.34.1880	LmjF.34.1880:mRNA	Leishmania major strain Friedlin	LmjF.34:829,448..830,026(-)	amastin-like surface protein, putative	LmxM.08.0720,LmxM.30.0450a,LmxM.30.0450c,LmxM.30.0450d,LmxM.30.0450e,LmxM.30.0450h,LmxM.33.1900
LmjF.34.1890	LmjF.34.1890:mRNA	Leishmania major strain Friedlin	LmjF.34:832,221..834,215(-)	tuzin-like protein	LmxM.33.1590
LmjF.34.1900	LmjF.34.1900:mRNA	Leishmania major strain Friedlin	LmjF.34:836,985..837,560(-)	amastin-like surface protein, putative	LmxM.08.0720,LmxM.30.0450a,LmxM.30.0450c,LmxM.30.0450d,LmxM.30.0450e,LmxM.30.0450h,LmxM.33.1900
LmjF.34.1910	LmjF.34.1910:mRNA	Leishmania major strain Friedlin	LmjF.34:839,756..841,750(-)	tuzin-like protein	LmxM.33.1590
LmjF.34.1920	LmjF.34.1920:mRNA	Leishmania major strain Friedlin	LmjF.34:844,495..845,106(-)	amastin-like surface protein, putative	LmxM.08.0720,LmxM.30.0450a,LmxM.30.0450c,LmxM.30.0450d,LmxM.30.0450e,LmxM.30.0450h,LmxM.33.1900
LmjF.34.1930	LmjF.34.1930:mRNA	Leishmania major strain Friedlin	LmjF.34:847,303..849,297(-)	tuzin-like protein	LmxM.33.1590
LmjF.34.1940	LmjF.34.1940:mRNA	Leishmania major strain Friedlin	LmjF.34:852,030..852,644(-)	amastin-like surface protein, putative	LmxM.08.0720,LmxM.30.0450a,LmxM.30.0450c,LmxM.30.0450d,LmxM.30.0450e,LmxM.30.0450h,LmxM.33.1900
LmjF.34.1950	LmjF.34.1950:mRNA	Leishmania major strain Friedlin	LmjF.34:854,843..856,837(-)	tuzin-like protein	LmxM.33.1590
LmjF.34.1960	LmjF.34.1960:mRNA	Leishmania major strain Friedlin	LmjF.34:859,597..860,175(-)	amastin-like surface protein, putative	LmxM.08.0720,LmxM.30.0450a,LmxM.30.0450c,LmxM.30.0450d,LmxM.30.0450e,LmxM.30.0450h,LmxM.33.1900
LmjF.34.1970	LmjF.34.1970:mRNA	Leishmania major strain Friedlin	LmjF.34:862,375..864,369(-)	tuzin-like protein	LmxM.33.1590
LmjF.34.1980	LmjF.34.1980:mRNA	Leishmania major strain Friedlin	LmjF.34:867,102..867,716(-)	amastin-like surface protein, putative	LmxM.08.0720,LmxM.30.0450a,LmxM.30.0450c,LmxM.30.0450d,LmxM.30.0450e,LmxM.30.0450h,LmxM.33.1900
LmjF.34.4060	LmjF.34.4060:mRNA	Leishmania major strain Friedlin	LmjF.34:1,728,410..1,731,130(+)	ubiquitin hydrolase, putative	LmxM.33.4060
LmjF.35.4380	LmjF.35.4380:pseudogenic_transcript	Leishmania major strain Friedlin	LmjF.35:1,762,158..1,763,645(+)	hypothetical protein, conserved	LmxM.34.4380
LmjF.36.1270	LmjF.36.1270:mRNA	Leishmania major strain Friedlin	LmjF.36:467,630..468,778(+)	amastin-like surface protein-like protein	LmxM.08.0720,LmxM.30.0450a,LmxM.30.0450c,LmxM.30.0450d,LmxM.30.0450e,LmxM.30.0450h,LmxM.33.1900
LmjF.36.1280	LmjF.36.1280:mRNA	Leishmania major strain Friedlin	LmjF.36:471,758..473,536(+)	tuzin-like protein	LmxM.33.1590
LmjF.36.2600	LmjF.36.2600:mRNA	Leishmania major strain Friedlin	LmjF.36:1,049,558..1,051,720(-)	cyclin-e binding protein 1-like protein	LmxM.36.2600
LmjF.36.5020	LmjF.36.5020:mRNA	Leishmania major strain Friedlin	LmjF.36:1,944,587..1,947,124(-)	hypothetical protein, conserved	LmxM.03.0320
LmjF.36.6510	LmjF.36.6510:mRNA	Leishmania major strain Friedlin	LmjF.36:2,519,917..2,521,116(-)	cop9 signalosome complex subunit, putative	LmxM.36.6510
